,sample_weight,label
TCGA-2G-AAEW-01,2.708029197080292,TGCT
TCGA-2G-AAEX-01,2.708029197080292,TGCT
TCGA-2G-AAF1-01,2.708029197080292,TGCT
TCGA-2G-AAF4-01,2.708029197080292,TGCT
TCGA-2G-AAF6-01,2.708029197080292,TGCT
TCGA-2G-AAF8-01,2.708029197080292,TGCT
TCGA-2G-AAFG-01,2.708029197080292,TGCT
TCGA-2G-AAFH-01,2.708029197080292,TGCT
TCGA-2G-AAFI-01,2.708029197080292,TGCT
TCGA-2G-AAFJ-01,2.708029197080292,TGCT
TCGA-2G-AAFL-01,2.708029197080292,TGCT
TCGA-2G-AAFM-01,2.708029197080292,TGCT
TCGA-2G-AAFN-01,2.708029197080292,TGCT
TCGA-2G-AAFO-01,2.708029197080292,TGCT
TCGA-2G-AAFV-01,2.708029197080292,TGCT
TCGA-2G-AAFY-01,2.708029197080292,TGCT
TCGA-2G-AAFZ-01,2.708029197080292,TGCT
TCGA-2G-AAG0-01,2.708029197080292,TGCT
TCGA-2G-AAG3-01,2.708029197080292,TGCT
TCGA-2G-AAG5-01,2.708029197080292,TGCT
TCGA-2G-AAG6-01,2.708029197080292,TGCT
TCGA-2G-AAG7-01,2.708029197080292,TGCT
TCGA-2G-AAG8-01,2.708029197080292,TGCT
TCGA-2G-AAG9-01,2.708029197080292,TGCT
TCGA-2G-AAGA-01,2.708029197080292,TGCT
TCGA-2G-AAGC-01,2.708029197080292,TGCT
TCGA-2G-AAGE-01,2.708029197080292,TGCT
TCGA-2G-AAGF-01,2.708029197080292,TGCT
TCGA-2G-AAGG-01,2.708029197080292,TGCT
TCGA-2G-AAGI-01,2.708029197080292,TGCT
TCGA-2G-AAGI-05,2.708029197080292,TGCT
TCGA-2G-AAGJ-01,2.708029197080292,TGCT
TCGA-2G-AAGK-01,2.708029197080292,TGCT
TCGA-2G-AAGM-01,2.708029197080292,TGCT
TCGA-2G-AAGN-01,2.708029197080292,TGCT
TCGA-2G-AAGO-01,2.708029197080292,TGCT
TCGA-2G-AAGP-01,2.708029197080292,TGCT
TCGA-2G-AAGS-01,2.708029197080292,TGCT
TCGA-2G-AAGT-01,2.708029197080292,TGCT
TCGA-2G-AAGV-01,2.708029197080292,TGCT
TCGA-2G-AAGW-01,2.708029197080292,TGCT
TCGA-2G-AAGX-01,2.708029197080292,TGCT
TCGA-2G-AAGY-01,2.708029197080292,TGCT
TCGA-2G-AAGY-05,2.708029197080292,TGCT
TCGA-2G-AAGZ-01,2.708029197080292,TGCT
TCGA-2G-AAH0-01,2.708029197080292,TGCT
TCGA-2G-AAH2-01,2.708029197080292,TGCT
TCGA-2G-AAH3-01,2.708029197080292,TGCT
TCGA-2G-AAH4-01,2.708029197080292,TGCT
TCGA-2G-AAH8-01,2.708029197080292,TGCT
TCGA-2G-AAHA-01,2.708029197080292,TGCT
TCGA-2G-AAHC-01,2.708029197080292,TGCT
TCGA-2G-AAHG-01,2.708029197080292,TGCT
TCGA-2G-AAHL-01,2.708029197080292,TGCT
TCGA-2G-AAHN-01,2.708029197080292,TGCT
TCGA-2G-AAHP-01,2.708029197080292,TGCT
TCGA-2G-AAHP-05,2.708029197080292,TGCT
TCGA-2G-AAHT-01,2.708029197080292,TGCT
TCGA-2G-AAKD-01,2.708029197080292,TGCT
TCGA-2G-AAKG-01,2.708029197080292,TGCT
TCGA-2G-AAKG-05,2.708029197080292,TGCT
TCGA-2G-AAKH-01,2.708029197080292,TGCT
TCGA-2G-AAKL-01,2.708029197080292,TGCT
TCGA-2G-AAKM-01,2.708029197080292,TGCT
TCGA-2G-AAL5-01,2.708029197080292,TGCT
TCGA-2G-AAL7-01,2.708029197080292,TGCT
TCGA-2G-AALP-01,2.708029197080292,TGCT
TCGA-2X-A9D5-01,2.708029197080292,TGCT
TCGA-2X-A9D6-01,2.708029197080292,TGCT
TCGA-4K-AA1G-01,2.708029197080292,TGCT
TCGA-4K-AA1H-01,2.708029197080292,TGCT
TCGA-4K-AA1I-01,2.708029197080292,TGCT
TCGA-4K-AAAL-01,2.708029197080292,TGCT
TCGA-S6-A8JW-01,2.708029197080292,TGCT
TCGA-S6-A8JX-01,2.708029197080292,TGCT
TCGA-S6-A8JY-01,2.708029197080292,TGCT
TCGA-SB-A6J6-01,2.708029197080292,TGCT
TCGA-SB-A76C-01,2.708029197080292,TGCT
TCGA-SN-A6IS-01,2.708029197080292,TGCT
TCGA-SN-A84W-01,2.708029197080292,TGCT
TCGA-SN-A84X-01,2.708029197080292,TGCT
TCGA-SN-A84Y-01,2.708029197080292,TGCT
TCGA-SO-A8JP-01,2.708029197080292,TGCT
TCGA-VF-A8A8-01,2.708029197080292,TGCT
TCGA-VF-A8A9-01,2.708029197080292,TGCT
TCGA-VF-A8AA-01,2.708029197080292,TGCT
TCGA-VF-A8AB-01,2.708029197080292,TGCT
TCGA-VF-A8AC-01,2.708029197080292,TGCT
TCGA-VF-A8AD-01,2.708029197080292,TGCT
TCGA-VF-A8AE-01,2.708029197080292,TGCT
TCGA-W4-A7U2-01,2.708029197080292,TGCT
TCGA-W4-A7U3-01,2.708029197080292,TGCT
TCGA-W4-A7U4-01,2.708029197080292,TGCT
TCGA-WZ-A7V3-01,2.708029197080292,TGCT
TCGA-WZ-A7V4-01,2.708029197080292,TGCT
TCGA-WZ-A7V5-01,2.708029197080292,TGCT
TCGA-WZ-A8D5-01,2.708029197080292,TGCT
TCGA-X3-A8G4-01,2.708029197080292,TGCT
TCGA-XE-A8H1-01,2.708029197080292,TGCT
TCGA-XE-A8H4-01,2.708029197080292,TGCT
TCGA-XE-A8H5-01,2.708029197080292,TGCT
TCGA-XE-A9SE-01,2.708029197080292,TGCT
TCGA-XE-AANI-01,2.708029197080292,TGCT
TCGA-XE-AANJ-01,2.708029197080292,TGCT
TCGA-XE-AANR-01,2.708029197080292,TGCT
TCGA-XE-AANV-01,2.708029197080292,TGCT
TCGA-XE-AAO3-01,2.708029197080292,TGCT
TCGA-XE-AAO4-01,2.708029197080292,TGCT
TCGA-XE-AAO6-01,2.708029197080292,TGCT
TCGA-XE-AAOB-01,2.708029197080292,TGCT
TCGA-XE-AAOC-01,2.708029197080292,TGCT
TCGA-XE-AAOD-01,2.708029197080292,TGCT
TCGA-XE-AAOF-01,2.708029197080292,TGCT
TCGA-XE-AAOJ-01,2.708029197080292,TGCT
TCGA-XE-AAOL-01,2.708029197080292,TGCT
TCGA-XY-A89B-01,2.708029197080292,TGCT
TCGA-XY-A8S2-01,2.708029197080292,TGCT
TCGA-XY-A8S3-01,2.708029197080292,TGCT
TCGA-XY-A9T9-01,2.708029197080292,TGCT
TCGA-YU-A90P-01,2.708029197080292,TGCT
TCGA-YU-A90Q-01,2.708029197080292,TGCT
TCGA-YU-A90S-01,2.708029197080292,TGCT
TCGA-YU-A90W-01,2.708029197080292,TGCT
TCGA-YU-A90Y-01,2.708029197080292,TGCT
TCGA-YU-A912-01,2.708029197080292,TGCT
TCGA-YU-A94D-01,2.708029197080292,TGCT
TCGA-YU-A94I-01,2.708029197080292,TGCT
TCGA-YU-AA4L-01,2.708029197080292,TGCT
TCGA-YU-AA61-01,2.708029197080292,TGCT
TCGA-ZM-AA05-01,2.708029197080292,TGCT
TCGA-ZM-AA06-01,2.708029197080292,TGCT
TCGA-ZM-AA0B-01,2.708029197080292,TGCT
TCGA-ZM-AA0D-01,2.708029197080292,TGCT
TCGA-ZM-AA0E-01,2.708029197080292,TGCT
TCGA-ZM-AA0F-01,2.708029197080292,TGCT
TCGA-ZM-AA0H-01,2.708029197080292,TGCT
TCGA-ZM-AA0N-01,2.708029197080292,TGCT
TCGA-02-0026-01,1.0,non_TGCT
TCGA-06-0129-01,1.0,non_TGCT
TCGA-06-0187-01,1.0,non_TGCT
TCGA-06-0221-01,1.0,non_TGCT
TCGA-15-1444-01,1.0,non_TGCT
TCGA-19-5958-01,1.0,non_TGCT
TCGA-19-A60I-01,1.0,non_TGCT
TCGA-2Z-A9JM-01,1.0,non_TGCT
TCGA-4V-A9QM-01,1.0,non_TGCT
TCGA-73-A9RS-01,1.0,non_TGCT
TCGA-A3-3365-01,1.0,non_TGCT
TCGA-A3-A8OW-01,1.0,non_TGCT
TCGA-A4-A772-01,1.0,non_TGCT
TCGA-A6-6141-01,1.0,non_TGCT
TCGA-AZ-5403-01,1.0,non_TGCT
TCGA-B0-5084-01,1.0,non_TGCT
TCGA-B0-5697-01,1.0,non_TGCT
TCGA-B0-5697-11,1.0,non_TGCT
TCGA-B9-4617-01,1.0,non_TGCT
TCGA-BA-6873-01,1.0,non_TGCT
TCGA-BB-7866-01,1.0,non_TGCT
TCGA-BB-A5HU-01,1.0,non_TGCT
TCGA-BJ-A18Y-01,1.0,non_TGCT
TCGA-BP-4758-01,1.0,non_TGCT
TCGA-BP-4777-01,1.0,non_TGCT
TCGA-BP-4797-01,1.0,non_TGCT
TCGA-BP-5194-01,1.0,non_TGCT
TCGA-BR-4279-01,1.0,non_TGCT
TCGA-CC-5263-01,1.0,non_TGCT
TCGA-CE-A3MD-01,1.0,non_TGCT
TCGA-CJ-4875-01,1.0,non_TGCT
TCGA-CJ-4908-01,1.0,non_TGCT
TCGA-CM-6674-01,1.0,non_TGCT
TCGA-CN-6022-01,1.0,non_TGCT
TCGA-CR-7385-01,1.0,non_TGCT
TCGA-CR-7393-01,1.0,non_TGCT
TCGA-CS-6666-01,1.0,non_TGCT
TCGA-CV-5979-01,1.0,non_TGCT
TCGA-CV-7440-01,1.0,non_TGCT
TCGA-CV-7440-11,1.0,non_TGCT
TCGA-CV-A465-01,1.0,non_TGCT
TCGA-CW-6097-01,1.0,non_TGCT
TCGA-D3-A2JK-06,1.0,non_TGCT
TCGA-D3-A8GB-06,1.0,non_TGCT
TCGA-D3-A8GE-06,1.0,non_TGCT
TCGA-D3-A8GV-06,1.0,non_TGCT
TCGA-DB-5276-01,1.0,non_TGCT
TCGA-DB-A4XA-01,1.0,non_TGCT
TCGA-DB-A4XB-01,1.0,non_TGCT
TCGA-DB-A4XC-01,1.0,non_TGCT
TCGA-DB-A4XG-01,1.0,non_TGCT
TCGA-DB-A64S-01,1.0,non_TGCT
TCGA-DB-A75O-01,1.0,non_TGCT
TCGA-DD-A1EH-01,1.0,non_TGCT
TCGA-DD-A1EH-11,1.0,non_TGCT
TCGA-DD-A1EL-01,1.0,non_TGCT
TCGA-DD-A1EL-11,1.0,non_TGCT
TCGA-DD-A3A4-01,1.0,non_TGCT
TCGA-DD-A3A4-11,1.0,non_TGCT
TCGA-DD-A4NB-01,1.0,non_TGCT
TCGA-DD-AACQ-01,1.0,non_TGCT
TCGA-DD-AAVW-01,1.0,non_TGCT
TCGA-DD-AAVX-01,1.0,non_TGCT
TCGA-DD-AAVZ-01,1.0,non_TGCT
TCGA-DE-A4M9-01,1.0,non_TGCT
TCGA-DH-5142-01,1.0,non_TGCT
TCGA-DH-5143-01,1.0,non_TGCT
TCGA-DJ-A2PQ-01,1.0,non_TGCT
TCGA-DJ-A2PR-01,1.0,non_TGCT
TCGA-DJ-A3VJ-01,1.0,non_TGCT
TCGA-DJ-A3VL-01,1.0,non_TGCT
TCGA-DU-5853-01,1.0,non_TGCT
TCGA-DU-6542-01,1.0,non_TGCT
TCGA-DU-7013-01,1.0,non_TGCT
TCGA-DU-7299-01,1.0,non_TGCT
TCGA-DU-8163-01,1.0,non_TGCT
TCGA-DU-A5TP-01,1.0,non_TGCT
TCGA-DU-A76O-01,1.0,non_TGCT
TCGA-DU-A7TA-01,1.0,non_TGCT
TCGA-DU-A7TI-01,1.0,non_TGCT
TCGA-DV-5568-01,1.0,non_TGCT
TCGA-DV-5574-01,1.0,non_TGCT
TCGA-DX-A6BH-01,1.0,non_TGCT
TCGA-DX-AB2G-01,1.0,non_TGCT
TCGA-DX-AB3C-01,1.0,non_TGCT
TCGA-E1-5305-01,1.0,non_TGCT
TCGA-E1-A7YW-01,1.0,non_TGCT
TCGA-E1-A7Z4-01,1.0,non_TGCT
TCGA-E3-A3DY-01,1.0,non_TGCT
TCGA-ED-A7XO-01,1.0,non_TGCT
TCGA-EE-A29C-06,1.0,non_TGCT
TCGA-EE-A2A1-06,1.0,non_TGCT
TCGA-EE-A2MG-06,1.0,non_TGCT
TCGA-EE-A3AG-06,1.0,non_TGCT
TCGA-EL-A3CY-01,1.0,non_TGCT
TCGA-EL-A3ZG-01,1.0,non_TGCT
TCGA-EL-A3ZG-11,1.0,non_TGCT
TCGA-EM-A22Q-01,1.0,non_TGCT
